日期,赛事,比赛,模拟ID,赛制阶段,市场框架,模拟盘口/价格,模拟方向,虚拟仓位单位,基本面拉力,盘口倾向,Polymarket/交易所情绪,流动性,模拟目的,是否主单,赛果,模拟盈亏单位,过程评级,错误类型,模型更新,开赛时间,比赛ID,赛事原始,国家,层级,五大地区筛选
2026-08-30,德乙,达姆施塔特 vs 汉诺威96,20260830-TITAN-3019113-盘口快照-不形成模拟,排名/阶段 17-18,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 17-18；综合评分 主47/客53；伤停 主[17 克莱菲什(后腰)-间接红牌停赛、8 卢卡.马尔斯尔(前腰)-十字韧带撕裂、15 法比安·纽伦伯格(左中场)-腿筋受...] / 客[未接入/待核]；首发未接入/待赛前1小时核；近况 全部/记录: 主1胜3平6负 / 客3胜5平2负；主队 客队/记录: 主5胜3平2负 / 客6胜2平2负；H2H 全部/记录: 主4胜0平2负 / 客2胜0平4负；主客相同/记录: 主4胜0平2负 / 客2胜0平4负,Titan007亚盘 开 1.0/-0.25/0.88；即 0.94/-0.25/0.95；欧赔 开 3.04/3.72/2.13；即 3.07/3.64/2.09；去水 主30.2%/平25.5%/客44.3%；返还率92.7%；大小球 开 1.02/3.0/0.85；即 0.88/3.0/1.0；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.95，下盘水位0.94，欧赔变化不大；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,赛果未匹配待人工核验,不计,,比分源未匹配/不计胜率,过期待赛已清理；需补充Flashscore/球探历史或人工核验,,3019113,德乙,德国,次级,是
2026-08-30,德乙,马格德堡 vs 荷尔斯泰因,20260830-TITAN-3019116-盘口快照-不形成模拟,排名/阶段 11-14,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 11-14；综合评分 主48/客52；伤停 主[7 博克霍恩(右后卫)-红牌禁赛、19 L·穆松达(左后卫)-跟腱断裂、26 T·穆塞尔(中前卫)-肌肉问题] / 客[9 G.克韦泰亚(中锋)-肌肉损伤、4 斯孔罗(中卫)-肌肉纤维撕裂、23 拉斯·罗森博姆(右后卫)-下胫腓韧带撕裂、1...]；首发未接入/待赛前1小时核；近况 全部/记录: 主6胜0平4负 / 客5胜3平2负；主队 客队/记录: 主3胜1平6负 / 客4胜2平4负；H2H 全部/记录: 主3胜3平0负 / 客0胜3平3负；主客相同/记录: 主1胜3平2负 / 客2胜3平1负,Titan007亚盘 开 0.95/0.25/0.93；即 0.94/0.25/0.95；欧赔 开 2.17/3.66/2.98；即 2.1/3.58/3.08；去水 主44.1%/平25.9%/客30.1%；返还率92.6%；大小球 开 0.94/3.0/0.93；即 0.91/3.0/0.97；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.94，下盘水位0.95，欧赔变化不大；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,赛果未匹配待人工核验,不计,,比分源未匹配/不计胜率,过期待赛已清理；需补充Flashscore/球探历史或人工核验,,3019116,德乙,德国,次级,是
2026-08-30,德乙,圣保利 vs 凯泽斯劳滕,20260830-TITAN-3019118-盘口快照-不形成模拟,排名/阶段 15-16,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 15-16；综合评分 主51/客49；伤停 主[23 吉斯利·索达尔森(后腰)-腿筋受伤、28 拉吉(左边锋)-十字韧带撕裂] / 客[9 伊凡.普拉金(中锋)-跟腱断裂、2 阿斯塔(右后卫)-肌肉问题、15 纳塔(前腰)-膝关节问题、43 吉布斯(前腰)...]；首发未接入/待赛前1小时核；近况 全部/记录: 主0胜4平6负 / 客4胜3平3负；主队 客队/记录: 主2胜4平4负 / 客3胜2平5负；H2H 全部/记录: 主3胜2平1负 / 客1胜2平3负；主客相同/记录: 主3胜2平1负 / 客1胜2平3负,Titan007亚盘 开 1.03/0.75/0.85；即 0.95/0.75/0.94；欧赔 开 1.83/3.76/3.93；即 1.84/3.64/3.8；去水 主50.3%/平25.4%/客24.3%；返还率92.5%；大小球 开 1.02/3.0/0.85；即 0.84/2.75/1.04；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.95，下盘水位0.94，欧赔变化不大；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,赛果未匹配待人工核验,不计,,比分源未匹配/不计胜率,过期待赛已清理；需补充Flashscore/球探历史或人工核验,,3019118,德乙,德国,次级,是
2026-08-30,德丙,萨尔布吕肯 vs 罗斯托克,20260830-TITAN-3026020-盘口快照-不形成模拟,排名/阶段 3-7,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 3-7；综合评分 主53/客47；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜3平3负 / 客5胜3平2负；主队 客队/记录: 主5胜4平1负 / 客5胜4平1负；H2H 全部/记录: 主2胜2平2负 / 客2胜2平2负；主客相同/记录: 主4胜1平1负 / 客1胜1平4负,Titan007亚盘 开 0.88/0.0/0.88；即 0.97/0.0/0.85；欧赔 开 2.64/3.21/2.47；即 2.46/3.25/2.62；去水 主37.1%/平28.1%/客34.8%；返还率91.3%；大小球 开 0.88/3.0/0.88；即 1.0/3.0/0.8；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.97，下盘水位0.85，欧赔支持上盘；缺伤停、首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,赛果未匹配待人工核验,不计,,比分源未匹配/不计胜率,过期待赛已清理；需补充Flashscore/球探历史或人工核验,,3026020,德丙,德国,次次级,是
2026-08-30,德丙,哈韦尔斯 vs 曼海姆,20260830-TITAN-3026021-盘口快照-不形成模拟,排名/阶段 19-9,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 19-9；综合评分 主40/客60；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜0平6负 / 客2胜5平3负；主队 客队/记录: 主6胜0平4负 / 客1胜4平5负；H2H 全部/记录: 主0胜0平4负 / 客4胜0平0负；主客相同/记录: 主0胜0平2负 / 客2胜0平0负,Titan007亚盘 开 0.96/-0.5/0.8；即 1.0/-0.5/0.82；欧赔 开 3.6/3.94/1.78；即 3.75/3.99/1.72；去水 主24.3%/平22.8%/客52.9%；返还率91.0%；大小球 开 0.88/3.25/0.88；即 0.92/3.25/0.88；亚盘意图候选：诱上/阻下（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.82，下盘水位1.00，欧赔变化不大；缺伤停、首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,赛果未匹配待人工核验,不计,,比分源未匹配/不计胜率,过期待赛已清理；需补充Flashscore/球探历史或人工核验,,3026021,德丙,德国,次次级,是
2026-08-30,德丙,科隆胜利 vs 普鲁士明斯特,20260830-TITAN-3026023-盘口快照-不形成模拟,排名/阶段 13-6,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 13-6；综合评分 主50/客50；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜2平4负 / 客1胜5平4负；主队 客队/记录: 主2胜2平6负 / 客2胜4平4负；H2H 全部/记录: 主2胜1平1负 / 客1胜1平2负；主客相同/记录: 主1胜0平1负 / 客1胜0平1负,Titan007亚盘 开 0.86/0.25/0.9；即 0.86/0.25/0.96；欧赔 开 2.05/3.46/3.14；即 2.15/3.47/2.89；去水 主42.3%/平26.2%/客31.5%；返还率91.0%；大小球 开 0.88/2.75/0.88；即 0.91/2.75/0.89；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.86，下盘水位0.96，欧赔削弱上盘；缺伤停、首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,赛果未匹配待人工核验,不计,,比分源未匹配/不计胜率,过期待赛已清理；需补充Flashscore/球探历史或人工核验,,3026023,德丙,德国,次次级,是
2026-08-30,意乙,阿雷佐 vs 巴勒莫,20260830-TITAN-3040715-盘口快照-不形成模拟,排名/阶段 6-8,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 6-8；综合评分 主44/客56；伤停 主[未接入/待核] / 客[5 帕伦布(前腰)-红牌禁赛、66 约罗宁(守门员)-肩部损伤]；首发未接入/待赛前1小时核；近况 全部/记录: 主5胜1平4负 / 客6胜2平2负；主队 客队/记录: 主5胜2平3负 / 客3胜3平4负,Titan007亚盘 开 0.87/-0.25/0.95；即 1.06/-0.25/0.82；欧赔 开 3.68/3.13/2.08；即 3.21/3.07/2.27；去水 主28.9%/平30.2%/客40.9%；返还率92.8%；大小球 开 1.02/2.25/0.78；即 1.07/2.25/0.79；亚盘意图候选：诱上/阻下（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.82，下盘水位1.06，欧赔削弱上盘；缺首发、H2H、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,赛果未匹配待人工核验,不计,,比分源未匹配/不计胜率,过期待赛已清理；需补充Flashscore/球探历史或人工核验,,3040715,意乙,意大利,次级,是
2026-08-30,意乙,贝内文托 vs 南蒂罗尔,20260830-TITAN-3040718-盘口快照-不形成模拟,排名/阶段 17-10,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 17-10；综合评分 主47/客53；伤停 主[29 奥克雷克(中锋)-红牌禁赛、31 里奇(左中场)-十字韧带损伤、18 西蒙内蒂(左中场)-十字韧带损伤、90 韦尔...] / 客[27 G.斯達比尼(中卫)-红牌禁赛、94 卡烏阿基比(右后卫)-未知的损伤]；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜3平3负 / 客1胜6平3负；主队 客队/记录: 主5胜3平2负 / 客2胜4平4负；H2H 全部/记录: 主0胜1平1负 / 客1胜1平0负；主客相同/记录: 主0胜0平1负 / 客1胜0平0负,Titan007亚盘 开 0.8/0.25/1.02；即 0.8/0.25/1.08；欧赔 开 2.09/3.11/3.66；即 2.06/3.08/3.68；去水 主44.9%/平30.0%/客25.1%；返还率92.4%；大小球 开 0.81/2.0/0.99；即 0.78/2.0/1.08；亚盘意图候选：诱上/阻下（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.80，下盘水位1.08，欧赔变化不大；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,赛果未匹配待人工核验,不计,,比分源未匹配/不计胜率,过期待赛已清理；需补充Flashscore/球探历史或人工核验,,3040718,意乙,意大利,次级,是
2026-08-30,意乙,曼托瓦 vs 恩波利,20260830-TITAN-3040721-盘口快照-不形成模拟,排名/阶段 7-9,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 7-9；综合评分 主53/客47；伤停 主[17 拉达利(右后卫)-未知的损伤] / 客[15 斯塞伊(右中场)-红牌禁赛]；首发未接入/待赛前1小时核；近况 全部/记录: 主7胜0平3负 / 客3胜4平3负；主队 客队/记录: 主6胜2平2负 / 客0胜4平6负；H2H 全部/记录: 主0胜4平2负 / 客2胜4平0负；主客相同/记录: 主0胜2平1负 / 客1胜2平0负,Titan007亚盘 开 0.79/0.25/1.03；即 0.82/0.25/1.06；欧赔 开 2.1/3.15/3.57；即 2.07/3.23/3.49；去水 主44.8%/平28.7%/客26.5%；返还率92.7%；大小球 开 0.84/2.25/0.96；即 0.85/2.25/1.01；亚盘意图候选：诱上/阻下（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.82，下盘水位1.06，欧赔变化不大；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,赛果未匹配待人工核验,不计,,比分源未匹配/不计胜率,过期待赛已清理；需补充Flashscore/球探历史或人工核验,,3040721,意乙,意大利,次级,是
2026-08-30,意乙,比萨 vs 卡坦萨罗,20260830-TITAN-3040723-盘口快照-不形成模拟,排名/阶段 18-16,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 18-16；综合评分 主44/客56；伤停 主[0 卢苏阿尔迪(中卫)-十字韧带损伤、0 邦凡蒂(中锋)-韧带撕裂] / 客[0 F·查乌纳(中锋)-肌肉问题、20 西蒙·帕芬迪(前腰)-休息]；首发未接入/待赛前1小时核；近况 全部/记录: 主0胜1平9负 / 客4胜1平5负；主队 客队/记录: 主1胜1平8负 / 客3胜3平4负；H2H 全部/记录: 主0胜5平1负 / 客1胜5平0负；主客相同/记录: 主1胜3平0负 / 客0胜3平1负,Titan007亚盘 开 0.91/0.5/0.91；即 0.87/0.5/1.01；欧赔 开 1.85/3.25/4.46；即 1.85/3.23/4.35；去水 主50.0%/平28.7%/客21.3%；返还率92.6%；大小球 开 1.02/2.25/0.78；即 1.01/2.25/0.85；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.87，下盘水位1.01，欧赔变化不大；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,赛果未匹配待人工核验,不计,,比分源未匹配/不计胜率,过期待赛已清理；需补充Flashscore/球探历史或人工核验,,3040723,意乙,意大利,次级,是
2026-08-30,意丙,阿济纳诺基安波 vs 韦尔切利,20260830-TITAN-3050512-盘口快照-不形成模拟,排名/阶段 12-9,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 12-9；综合评分 主68/客32；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主7胜3平0负 / 客2胜4平4负；主队 客队/记录: 主4胜2平4负 / 客3胜2平5负；H2H 全部/记录: 主5胜0平1负 / 客1胜0平5负；主客相同/记录: 主3胜1平0负 / 客0胜1平3负,Titan007亚盘 开 0.9/0.5/0.8；即 0.94/0.5/0.76；欧赔 开 1.98/2.94/3.91；即 1.88/3.05/4.22；去水 主48.5%/平29.9%/客21.6%；返还率91.2%；大小球 开 0.97/2.25/0.73；即 0.92/2.25/0.78；亚盘意图候选：诱下/上盘降温（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.94，下盘水位0.76，欧赔支持上盘；缺伤停、首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,赛果未匹配待人工核验,不计,,比分源未匹配/不计胜率,过期待赛已清理；需补充Flashscore/球探历史或人工核验,,3050512,意丙,意大利,次次级,是
2026-08-30,意丙,多洛米蒂贝卢诺 vs 阿尔希欧蕾,20260830-TITAN-3050515-盘口快照-不形成模拟,排名/阶段 7-2,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 7-2；综合评分 主49/客51；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜2平4负 / 客2胜4平4负；主队 客队/记录: 主3胜1平6负 / 客2胜4平4负；H2H 全部/记录: 主0胜1平1负 / 客1胜1平0负；主客相同/记录: 主0胜1平0负 / 客0胜1平0负,Titan007亚盘 开 0.96/0.25/0.74；即 0.99/0.25/0.71；欧赔 开 2.34/3.0/2.93；即 2.46/2.93/2.8；去水 主36.8%/平30.9%/客32.3%；返还率90.5%；大小球 开 0.83/2.0/0.87；即 0.79/2.0/0.91；亚盘意图候选：诱下/上盘降温（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.99，下盘水位0.71，欧赔削弱上盘；缺伤停、首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,赛果未匹配待人工核验,不计,,比分源未匹配/不计胜率,过期待赛已清理；需补充Flashscore/球探历史或人工核验,,3050515,意丙,意大利,次次级,是
2026-08-30,意丙,隆美辛尼 vs 吉安纳,20260830-TITAN-3050516-盘口快照-不形成模拟,排名/阶段 19-14,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 19-14；综合评分 主52/客48；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主3胜5平2负 / 客4胜2平4负；主队 客队/记录: 主5胜3平2负 / 客4胜1平5负；H2H 全部/记录: 主2胜1平3负 / 客3胜1平2负；主客相同/记录: 主2胜1平3负 / 客3胜1平2负,Titan007亚盘 开 1.0/0.25/0.7；即 0.97/0.25/0.73；欧赔 开 2.41/2.95/2.84；即 2.44/2.91/2.84；去水 主37.1%/平31.1%/客31.8%；返还率90.4%；大小球 开 0.74/2.0/0.96；即 0.71/2.0/0.99；亚盘意图候选：诱下/上盘降温（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.97，下盘水位0.73，欧赔变化不大；缺伤停、首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,赛果未匹配待人工核验,不计,,比分源未匹配/不计胜率,过期待赛已清理；需补充Flashscore/球探历史或人工核验,,3050516,意丙,意大利,次次级,是
2026-08-30,意丙,帕格特斯 vs 布雷西亚,20260830-TITAN-3050518-盘口快照-不形成模拟,排名/阶段 20-1,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 20-1；综合评分 主60/客40；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主2胜4平4负 / 客5胜3平2负；主队 客队/记录: 主6胜1平3负 / 客2胜3平5负；H2H 全部/记录: 主1胜1平0负 / 客0胜1平1负；主客相同/记录: 主1胜0平0负 / 客0胜0平1负,Titan007亚盘 开 0.87/-1.0/0.83；即 0.86/-1.0/0.84；欧赔 开 6.79/3.65/1.46；即 6.06/3.51/1.53；去水 主15.0%/平25.8%/客59.2%；返还率90.6%；大小球 开 0.71/2.0/0.99；即 0.65/2.0/1.05；亚盘意图候选：诱上/阻下（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.84，下盘水位0.86，欧赔变化不大；缺伤停、首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,赛果未匹配待人工核验,不计,,比分源未匹配/不计胜率,过期待赛已清理；需补充Flashscore/球探历史或人工核验,,3050518,意丙,意大利,次次级,是
2026-08-30,意丙,古比奥 vs 雷吉亚纳,20260830-TITAN-3050893-盘口快照-不形成模拟,排名/阶段 20-13,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 20-13；综合评分 主58/客42；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主2胜3平5负 / 客2胜3平5负；主队 客队/记录: 主5胜2平3负 / 客1胜1平8负；H2H 全部/记录: 主1胜3平2负 / 客2胜3平1负；主客相同/记录: 主3胜1平2负 / 客2胜1平3负,Titan007亚盘 开 0.85/-0.25/0.85；即 0.87/-0.25/0.83；欧赔 开 3.49/3.04/2.05；即 3.3/3.07/2.11；去水 主27.5%/平29.5%/客43.0%；返还率90.7%；大小球 开 0.88/2.25/0.82；即 0.89/2.25/0.81；亚盘意图候选：诱上/阻下（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.83，下盘水位0.87，欧赔变化不大；缺伤停、首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,赛果未匹配待人工核验,不计,,比分源未匹配/不计胜率,过期待赛已清理；需补充Flashscore/球探历史或人工核验,,3050893,意丙,意大利,次次级,是
2026-08-31,意甲,亚特兰大 vs 博洛尼亚,20260831-TITAN-2993766-盘口快照-不形成模拟,排名/阶段 7-14,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 7-14；综合评分 主50/客50；伤停 主[31 托马斯.克里斯坦森(中卫)-脚踝问题、7 苏莱曼纳(左边锋)-内韧带损伤、4 希恩(中卫)-大腿问题] / 客[17 O·阿祖齐(后腰)-腘绳肌损伤、16 N·卡萨勒(中卫)-疑似伤病]；首发未接入/待赛前1小时核；近况 全部/记录: 主3胜5平2负 / 客3胜2平5负；主队 客队/记录: 主3胜4平3负 / 客7胜1平2负；H2H 全部/记录: 主2胜1平3负 / 客3胜1平2负；主客相同/记录: 主1胜1平4负 / 客4胜1平1负,Titan007亚盘 开 0.89/0.5/0.99；即 0.95/0.5/0.94；欧赔 开 1.92/3.56/4.03；即 1.83/3.67/4.12；去水 主51.5%/平25.7%/客22.9%；返还率94.2%；大小球 开 0.99/2.75/0.87；即 0.94/2.5/0.95；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.95，下盘水位0.94，欧赔支持上盘；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,1-0,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly | 2026-09-01只回填赛果，不修改原赛前盘口/标签/结论。,,2993766,意甲,意大利,顶级,是
2026-08-31,意甲,莱切 vs 罗马,20260831-TITAN-2993771-盘口快照-不形成模拟,排名/阶段 10-8,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 10-8；综合评分 主30/客70；伤停 主[10 M·贝里沙(中前卫)-疑似伤病] / 客[2 伦希(右后卫)-肌肉问题、7 佩莱格里尼(前腰)-腿筋受伤]；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜2平4负 / 客8胜1平1负；主队 客队/记录: 主3胜2平5负 / 客3胜3平4负；H2H 全部/记录: 主0胜1平5负 / 客5胜1平0负；主客相同/记录: 主1胜2平3负 / 客3胜2平1负,Titan007亚盘 开 0.93/-0.75/0.95；即 0.82/-1.25/1.07；欧赔 开 7.55/4.3/1.46；即 6.17/3.79/1.6；去水 主15.4%/平25.1%/客59.5%；返还率95.2%；大小球 开 1.02/2.25/0.84；即 1.04/2.5/0.85；亚盘意图候选：阻上/诱下（中证据）；依据：客队上盘，让球加深，上盘水位1.07，下盘水位0.82，欧赔削弱上盘；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,0-4,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly | 2026-09-01只回填赛果，不修改原赛前盘口/标签/结论。,,2993771,意甲,意大利,顶级,是
